time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-13 00:00:00+00:00,9.0,9.0,33.0,1.0
2024-11-14 00:00:00+00:00,,,6.0,1.0
2024-11-15 00:00:00+00:00,,,1.0,1.0
2024-11-16 00:00:00+00:00,1.0,1.0,,
2024-11-18 00:00:00+00:00,4.0,3.0,129.0,17.0
2024-11-19 00:00:00+00:00,,,5.0,1.0
